0,0,0,0,0,0
2,1,0,0,0,1
3,2,0,0,0,1
4,3,0,0,0,1
5,4,0,0,0,1
6,5,0,0,0,1
7,6,0,0,0,1
8,7,0,0,0,1
9,8,0,0,0,1
10,9,0,0,0,1
11,10,0,0,0,1
12,11,0,0,0,1
13,12,0,0,0,1
14,13,0,0,0,1
15,14,0,0,0,1
16,15,0,0,0,1
18,16,0,0,0,2
20,17,0,0,0,3
22,18,0,0,0,4
26,19,0,0,2,5
30,20,0,0,4,6
34,21,0,0,6,7
39,22,0,1,8,8
43,22,0,2,10,9
47,22,0,3,12,10
51,22,0,4,14,11
55,22,0,5,16,12
59,24,0,5,18,12
63,26,0,5,20,12
67,28,0,5,22,12
71,30,0,5,24,12
75,32,0,5,26,12
79,34,0,5,28,12
83,36,0,5,30,12
87,38,0,5,32,12
91,40,0,5,34,12
95,42,1,5,35,12
97,42,2,5,36,12
99,42,3,5,37,12
101,42,4,5,38,12
103,42,5,5,39,12
105,42,6,5,40,12
106,42,7,5,40,12
107,43,7,5,40,12
108,44,7,5,40,12
110,45,7,5,41,12
112,46,7,5,42,12
114,47,7,6,42,12
116,48,7,7,42,12
118,49,7,8,42,12
121,50,7,9,42,13
124,51,7,10,42,14
127,52,7,11,42,15
129,53,7,12,42,15
131,54,7,13,42,15
133,55,7,14,42,15
135,56,7,15,42,15
137,57,7,16,42,15
139,58,7,17,42,15
142,59,7,18,42,16
146,60,8,19,42,17
149,61,9,20,42,17
152,62,10,21,42,17
155,63,11,22,42,17
158,64,12,23,42,17
161,65,13,24,42,17
164,66,14,25,42,17
167,67,15,26,42,17
171,68,16,27,42,18
175,69,17,28,42,19
178,70,18,29,42,19
179,71,18,29,42,19
179,71,18,29,42,19
179,71,18,29,42,19
179,71,18,29,42,19
180,71,18,30,42,19
181,71,18,31,42,19
182,71,18,32,42,19
183,71,18,33,42,19
184,71,18,34,42,19
185,71,18,35,42,19
186,71,18,36,42,19
188,71,19,37,42,19
190,71,20,38,42,19
192,71,21,39,42,19
194,71,22,40,42,19
196,71,23,41,42,19
198,71,24,42,42,19
200,71,25,43,42,19
202,71,26,44,42,19
204,71,27,45,42,19
206,71,28,46,42,19
208,71,29,47,42,19
210,71,30,48,42,19
212,71,31,49,42,19
214,71,32,50,42,19
216,71,33,51,42,19
218,71,34,52,42,19
221,71,35,53,43,19
224,71,36,54,44,19
227,71,37,55,45,19
229,71,38,56,45,19
231,71,39,57,45,19
233,71,39,58,45,20
235,71,39,59,45,21
237,71,39,60,45,22
239,71,39,61,45,23
241,71,39,62,45,24
243,71,39,63,45,25
245,71,39,64,45,26
247,71,39,65,45,27
249,71,39,66,45,28
251,71,39,67,45,29
253,71,39,68,45,30
255,71,39,69,45,31
257,71,39,70,45,32
260,72,39,71,45,33
263,73,39,72,45,34
266,74,39,73,45,35
268,75,39,73,45,36
270,76,39,73,45,37
272,77,39,73,45,38
274,78,39,73,45,39
276,79,39,73,45,40
278,80,39,73,45,41
280,81,39,73,45,42
282,82,39,73,45,43
283,83,39,73,45,43
284,83,39,74,45,43
284,83,39,74,45,43
284,83,39,74,45,43
285,83,39,74,46,43
286,83,39,74,47,43
287,83,39,74,48,43
288,83,39,74,49,43
289,83,39,74,50,43
290,83,39,74,51,43
291,83,39,74,52,43
294,84,39,75,53,43
297,85,39,76,54,43
300,86,39,77,55,43
303,87,39,78,56,43
306,88,39,79,57,43
309,89,39,80,58,43
312,90,39,81,59,43
315,91,39,82,60,43
318,92,39,83,61,43
321,93,39,84,62,43
324,94,39,85,63,43
327,95,39,86,64,43
330,96,39,87,65,43
335,97,39,88,66,45
340,98,39,89,67,47
345,99,39,90,68,49
350,100,39,91,69,51
355,101,39,92,70,53
360,102,39,93,71,55
363,102,39,93,72,57
366,102,39,93,73,59
369,102,39,93,74,61
372,102,39,93,75,63
375,102,39,93,76,65
378,102,39,93,77,67
381,102,39,93,78,69
384,102,39,93,79,71
387,102,39,93,80,73
390,102,39,93,81,75
393,102,39,93,82,77
396,102,39,93,83,79
399,102,39,93,84,81
402,102,39,93,85,83
405,102,39,93,86,85
408,102,39,93,87,87
411,102,39,93,88,89
414,102,39,93,89,91
417,102,39,93,90,93
420,102,39,93,91,95
423,102,39,93,92,97
425,102,39,93,92,99
427,102,39,93,92,101
429,102,39,93,92,103
432,102,39,93,93,105
435,102,39,93,94,107
438,102,39,93,95,109
441,102,39,93,96,111
444,102,39,93,97,113
446,102,39,93,98,114
448,102,39,93,99,115
450,102,39,93,100,116
452,102,39,93,101,117
454,102,39,93,102,118
456,102,39,93,103,119
458,102,39,93,104,120
460,102,39,93,105,121
462,102,39,93,106,122
464,102,39,93,107,123
466,102,39,93,108,124
467,102,39,93,109,124
469,102,39,93,110,125
471,102,39,93,111,126
