0,0,0,0,0,0
2,0,1,0,0,1
4,0,2,0,0,2
6,0,3,0,0,3
8,0,4,0,0,4
11,1,5,0,0,5
14,2,6,0,0,6
17,3,7,0,0,7
20,4,8,0,0,8
23,5,9,0,0,9
26,6,10,0,0,10
29,7,11,0,0,11
33,8,12,0,1,12
37,9,13,0,2,13
41,10,14,0,3,14
45,11,15,0,4,15
49,12,16,0,5,16
53,13,17,0,6,17
57,14,18,0,7,18
61,15,19,0,8,19
65,16,20,0,9,20
69,17,21,0,10,21
73,18,22,0,11,22
76,19,22,0,12,23
79,20,22,1,12,24
82,21,22,2,12,25
85,22,22,3,12,26
88,23,22,4,12,27
91,24,22,5,12,28
94,25,22,6,12,29
98,26,22,7,13,30
102,27,22,8,14,31
105,28,22,9,15,31
107,29,22,10,15,31
109,30,22,11,15,31
110,30,22,12,15,31
111,30,22,13,15,31
112,30,22,14,15,31
113,30,22,15,15,31
114,30,22,16,15,31
115,30,22,17,15,31
116,30,22,18,15,31
117,30,22,19,15,31
118,30,22,20,15,31
119,30,22,21,15,31
120,30,22,22,15,31
121,30,22,23,15,31
122,30,22,24,15,31
123,30,22,25,15,31
124,30,22,26,15,31
125,30,22,27,15,31
126,30,22,28,15,31
127,30,22,29,15,31
128,30,22,30,15,31
129,30,22,31,15,31
130,30,22,32,15,31
131,30,22,33,15,31
132,30,22,34,15,31
133,30,22,35,15,31
134,30,22,36,15,31
135,30,22,37,15,31
136,30,22,38,15,31
137,30,22,39,15,31
137,30,22,39,15,31
137,30,22,39,15,31
137,30,22,39,15,31
137,30,22,39,15,31
137,30,22,39,15,31
138,30,23,39,15,31
139,30,24,39,15,31
140,30,25,39,15,31
143,30,26,41,15,31
146,30,27,43,15,31
149,30,28,45,15,31
152,30,29,47,15,31
155,30,30,49,15,31
158,30,31,51,15,31
162,31,32,53,15,31
166,32,33,55,15,31
170,33,34,57,15,31
174,34,35,59,15,31
178,35,36,61,15,31
182,36,37,63,15,31
186,37,38,65,15,31
190,38,39,67,15,31
194,39,40,69,15,31
198,40,41,71,15,31
202,41,42,73,15,31
206,42,43,75,15,31
210,43,44,77,15,31
214,44,45,79,15,31
218,45,46,81,15,31
222,46,47,83,15,31
226,47,48,85,15,31
230,48,49,87,15,31
234,49,50,89,15,31
238,50,51,91,15,31
242,51,52,93,15,31
246,52,53,95,15,31
250,53,54,97,15,31
254,54,55,99,15,31
257,55,55,101,15,31
260,56,55,103,15,31
263,57,55,105,15,31
266,58,55,107,15,31
269,59,55,109,15,31
272,60,55,111,15,31
275,61,55,113,15,31
278,62,55,115,15,31
281,63,55,117,15,31
284,64,55,119,15,31
287,65,55,121,15,31
289,66,55,121,16,31
291,67,55,121,17,31
293,68,55,121,18,31
295,69,55,121,19,31
296,69,55,121,20,31
297,69,55,121,21,31
298,69,55,121,22,31
300,69,55,122,23,31
302,69,55,123,24,31
304,69,55,124,25,31
305,69,55,124,26,31
305,69,55,124,26,31
305,69,55,124,26,31
306,69,55,124,26,32
306,69,55,124,26,32
306,69,55,124,26,32
306,69,55,124,26,32
306,69,55,124,26,32
306,69,55,124,26,32
306,69,55,124,26,32
306,69,55,124,26,32
307,69,55,124,26,33
308,69,55,124,26,34
309,69,55,124,26,35
310,69,55,124,26,36
311,69,55,124,26,37
312,69,55,124,26,38
313,69,55,124,26,39
314,69,55,124,26,40
315,69,55,124,26,41
316,69,55,124,26,42
317,69,55,124,26,43
318,69,55,124,26,44
319,69,55,124,26,45
321,70,55,124,26,46
323,71,55,124,26,47
325,72,55,124,26,48
327,73,55,124,26,49
329,74,55,124,26,50
331,75,55,124,26,51
333,76,55,124,26,52
334,77,55,124,26,52
334,77,55,124,26,52
334,77,55,124,26,52
334,77,55,124,26,52
334,77,55,124,26,52
334,77,55,124,26,52
334,77,55,124,26,52
334,77,55,124,26,52
334,77,55,124,26,52
334,77,55,124,26,52
334,77,55,124,26,52
334,77,55,124,26,52
334,77,55,124,26,52
334,77,55,124,26,52
334,77,55,124,26,52
334,77,55,124,26,52
334,77,55,124,26,52
334,77,55,124,26,52
334,77,55,124,26,52
334,77,55,124,26,52
334,77,55,124,26,52
334,77,55,124,26,52
334,77,55,124,26,52
334,77,55,124,26,52
334,77,55,124,26,52
334,77,55,124,26,52
334,77,55,124,26,52
334,77,55,124,26,52
334,77,55,124,26,52
334,77,55,124,26,52
334,77,55,124,26,52
334,77,55,124,26,52
334,77,55,124,26,52
334,77,55,124,26,52
334,77,55,124,26,52
334,77,55,124,26,52
335,77,55,125,26,52
336,77,55,126,26,52
337,77,55,127,26,52
338,77,55,128,26,52
339,77,55,129,26,52
340,77,55,130,26,52
341,77,55,131,26,52
342,77,55,132,26,52
343,77,55,133,26,52
344,77,55,134,26,52
345,77,55,135,26,52
